【整租】唐延路 嘉天Smart 1室0厅,嘉天Smart,2600,http://xa.58.com/pinpaigongyu/29503470920637x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29193611626428x.shtml
【整租】高新路 枫林绿洲 1室0厅,枫林绿洲,2200,http://xa.58.com/pinpaigongyu/29458917667915x.shtml
【整租】科技五路 橡树星座 1室0厅,橡树星座,2500,http://xa.58.com/pinpaigongyu/29403569783998x.shtml
【合租】明德门 鑫泰园 5室次卧,鑫泰园,700,http://xa.58.com/pinpaigongyu/29348725395659x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【整租】电子城 兰乔圣菲 1室1厅,兰乔圣菲,2100,http://xa.58.com/pinpaigongyu/29259569902785x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1288,http://xa.58.com/pinpaigongyu/29294071352629x.shtml
【合租】电子城 万国花园 5室次卧,万国花园,600,http://xa.58.com/pinpaigongyu/29338646528975x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1288,http://xa.58.com/pinpaigongyu/29293721301438x.shtml
【整租】经济技术开发区 赛高街区 2室2厅,赛高街区,2600,http://xa.58.com/pinpaigongyu/29338079554354x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1100,http://xa.58.com/pinpaigongyu/29097864977839x.shtml
【合租】电子城 万国花园 4室次卧,万国花园,700,http://xa.58.com/pinpaigongyu/29282772308934x.shtml
【整租】科技五路 橡树星座 1室0厅,橡树星座,2500,http://xa.58.com/pinpaigongyu/29403569783998x.shtml
【合租】方新村 宫园中央 3室主卧,宫园中央,599,http://xa.58.com/pinpaigongyu/29284211636910x.shtml
【合租】丰禾路 太奥广场 5室次卧,太奥广场,550,http://xa.58.com/pinpaigongyu/29384646199376x.shtml
【合租】二环南路 群贤道九号 4室次卧,群贤道九号,1100,http://xa.58.com/pinpaigongyu/29328776532906x.shtml
【整租】科技四路西段 枫林意树 2室2厅,枫林意树,4200,http://xa.58.com/pinpaigongyu/29503383778873x.shtml
【整租】高新路 高新水晶城 2室2厅,高新水晶城,4200,http://xa.58.com/pinpaigongyu/29418035226677x.shtml
【合租】经济技术开发区 中登城市花园 5室次卧,中登城市花园,650,http://xa.58.com/pinpaigongyu/29329889386681x.shtml
【合租】凤城四路 世融嘉城 5室次卧,世融嘉城,600,http://xa.58.com/pinpaigongyu/29293054147150x.shtml
【合租】明光路 皇族名居 5室次卧,皇族名居,700,http://xa.58.com/pinpaigongyu/29107225081266x.shtml
【整租】唐延路 群贤道九号 1室1厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29175203148863x.shtml
【合租】电子城 万国花园 4室次卧,万国花园,600,http://xa.58.com/pinpaigongyu/29406103780413x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【整租】电子正街 梦想城 1室1厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29297438219461x.shtml
【合租】科技路西口 枫韵蓝湾 3室主卧,枫韵蓝湾,1050,http://xa.58.com/pinpaigongyu/29149643888570x.shtml
【合租】明德门 城南翡翠 4室次卧,城南翡翠,550,http://xa.58.com/pinpaigongyu/29228493310927x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【整租】雅荷花园 凤城明珠 2室1厅,凤城明珠,2400,http://xa.58.com/pinpaigongyu/29293194689480x.shtml
【整租】长安路 大话南门 1室0厅,大话南门,2400,http://xa.58.com/pinpaigongyu/29493181769150x.shtml
【整租】电子正街 梦想城 2室1厅,梦想城,2236,http://xa.58.com/pinpaigongyu/29163737891267x.shtml
【整租】唐延路 融侨城 2室1厅,融侨城,3200,http://xa.58.com/pinpaigongyu/29448628412846x.shtml
【整租】科技五路 橡树星座 1室0厅,橡树星座,2500,http://xa.58.com/pinpaigongyu/29403569783998x.shtml
【整租】科技四路西段 枫林意树 2室2厅,枫林意树,4200,http://xa.58.com/pinpaigongyu/29503383778873x.shtml
【合租】丰禾路 太奥广场 5室次卧,太奥广场,550,http://xa.58.com/pinpaigongyu/29384646199376x.shtml
【整租】高新路 高新水晶城 2室2厅,高新水晶城,4200,http://xa.58.com/pinpaigongyu/29418035226677x.shtml
【整租】高新四路 群贤道九号 1室1厅,群贤道九号,1900,http://xa.58.com/pinpaigongyu/29327898938539x.shtml
【合租】经济技术开发区 西安首创·国际城 5室次卧,西安首创·国际城,600,http://xa.58.com/pinpaigongyu/29317104669646x.shtml
【整租】二环南路 群贤道九号 1室0厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29171995577028x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,1800,http://xa.58.com/pinpaigongyu/29415635183683x.shtml
【整租】唐延路 唐沣国际 1室0厅,唐沣国际,2500,http://xa.58.com/pinpaigongyu/29503621280559x.shtml
【整租】玉祥门 恒天国际城 1室1厅,恒天国际城,2000,http://xa.58.com/pinpaigongyu/29107142873167x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1200,http://xa.58.com/pinpaigongyu/29095056047401x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【合租】明德门 明德新天地 5室次卧,明德新天地,700,http://xa.58.com/pinpaigongyu/29040279588282x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29105262677437x.shtml
【整租】高新四路 高新四路高新九号 1室0厅,高新四路高新九号,2300,http://xa.58.com/pinpaigongyu/29086101125561x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【合租】电视塔 长丰园小区 4室次卧,长丰园小区,650,http://xa.58.com/pinpaigongyu/29427783134010x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29108339105594x.shtml
【整租】唐延路 宏府麒麟山 1室0厅,宏府麒麟山,1800,http://xa.58.com/pinpaigongyu/29072405764552x.shtml
【合租】鱼化寨 旭景碧泽园 3室次卧,旭景碧泽园,800,http://xa.58.com/pinpaigongyu/29459163911996x.shtml
【整租】唐延路 嘉天Smart 1室0厅,嘉天Smart,2600,http://xa.58.com/pinpaigongyu/29492372259127x.shtml
【合租】经济技术开发区 中登城市花园 5室次卧,中登城市花园,650,http://xa.58.com/pinpaigongyu/29385532919097x.shtml
【整租】高新四路 群贤道九号 1室1厅,群贤道九号,1800,http://xa.58.com/pinpaigongyu/29382114719303x.shtml
【整租】雁塔周边 冠城国际 3室2厅,冠城国际,5000,http://xa.58.com/pinpaigongyu/29448290076603x.shtml
【整租】唐延路 唐沣国际 1室0厅,唐沣国际,2600,http://xa.58.com/pinpaigongyu/29363428739655x.shtml
【整租】丰禾路 太奥广场 1室0厅,太奥广场,1600,http://xa.58.com/pinpaigongyu/29349467329854x.shtml
【整租】西安交通大学 学府首座 1室1厅,学府首座,1700,http://xa.58.com/pinpaigongyu/29483580030019x.shtml
【整租】唐延路 高新水晶岛 1室0厅,高新水晶岛,2500,http://xa.58.com/pinpaigongyu/29503223812165x.shtml
【整租】二环南路 群贤道九号 1室0厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29171995577028x.shtml
【合租】方新村 宫园中央 5室次卧,宫园中央,700,http://xa.58.com/pinpaigongyu/29377060055220x.shtml
【合租】电视塔 华城万象 4室次卧,华城万象,600,http://xa.58.com/pinpaigongyu/29029782364105x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【整租】唐延路 莱安逸境 2室1厅,莱安逸境,2600,http://xa.58.com/pinpaigongyu/29448874849337x.shtml
【整租】长安路 长安一栋 1室1厅,长安一栋,2100,http://xa.58.com/pinpaigongyu/29248647318570x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29028533726252x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1288,http://xa.58.com/pinpaigongyu/29239271538368x.shtml
【合租】明德门 鑫泰园小区 5室次卧,鑫泰园小区,500,http://xa.58.com/pinpaigongyu/29120035048649x.shtml
【合租】电子城 鑫园 4室次卧,鑫园,650,http://xa.58.com/pinpaigongyu/29514391536310x.shtml
【合租】曲江池 金水湾 4室主卧,金水湾,850,http://xa.58.com/pinpaigongyu/29270808954560x.shtml
【整租】玉祥门 恒天国际城 1室1厅,恒天国际城,2000,http://xa.58.com/pinpaigongyu/29107142873167x.shtml
【整租】高新路 尚品花都 3室2厅,尚品花都,5500,http://xa.58.com/pinpaigongyu/29414868155702x.shtml
【整租】高新四路 群贤道九号 1室1厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29306076625342x.shtml
【整租】唐延路 莱安逸境 1室0厅,莱安逸境,2700,http://xa.58.com/pinpaigongyu/29418135599293x.shtml
【合租】大观园 宏林名座 5室主卧,宏林名座,1100,http://xa.58.com/pinpaigongyu/29183804587597x.shtml
【整租】科技五路 橡树星座 1室0厅,橡树星座,2500,http://xa.58.com/pinpaigongyu/29425962315817x.shtml
【整租】唐延路 高新水晶岛 1室0厅,高新水晶岛,2500,http://xa.58.com/pinpaigongyu/29458886465335x.shtml
【整租】科技五路 橡树星座 1室0厅,橡树星座,2700,http://xa.58.com/pinpaigongyu/29415011150014x.shtml
【合租】凤城四路 紫薇风尚 5室次卧,紫薇风尚,800,http://xa.58.com/pinpaigongyu/29376572960945x.shtml
【合租】经济技术开发区 海璟时代 5室次卧,海璟时代,700,http://xa.58.com/pinpaigongyu/29481220608589x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,2100,http://xa.58.com/pinpaigongyu/29370364352715x.shtml
